timestamp,economic,commercial air traffic,walmart
12/23/2013 09:50,160.289511125,196.96891069,208.07466443
12/23/2013 10:00,160.289511125,196.96891069,208.07466443
12/23/2013 10:10,160.289511125,196.96891069,208.745805369
12/23/2013 10:20,160.289511125,196.96891069,207.906879195
12/23/2013 10:30,160.289511125,196.96891069,208.22147651
12/23/2013 10:40,160.289511125,196.96891069,205.222315436
12/23/2013 10:50,161.361903474,197.469873103,204.970637584
12/23/2013 11:00,161.361903474,197.469873103,204.970637584
12/23/2013 11:10,161.361903474,197.469873103,204.635067114
12/23/2013 11:20,162.392210539,201.321337701,205.515939597
12/23/2013 11:30,160.230947053,201.321337701,199.811241611
12/23/2013 11:50,160.230947053,201.321337701,199.475671141
12/23/2013 12:10,158.871651082,201.321337701,188.80033557
12/23/2013 12:20,158.871651082,201.321337701,188.359899329
12/23/2013 12:30,158.871651082,201.321337701,188.359899329
12/23/2013 12:40,158.871651082,201.321337701,188.359899329
12/23/2013 12:50,158.871651082,201.321337701,188.213087248
12/23/2013 13:00,158.871651082,201.321337701,190.415268456
12/23/2013 13:10,158.871651082,201.321337701,188.569630872
12/23/2013 13:30,148.809152751,173.001272529,187.248322148
12/23/2013 13:40,148.809152751,173.001272529,187.248322148
12/23/2013 13:50,147.927056948,173.001272529,187.01761745
12/23/2013 14:00,147.927056948,173.001272529,186.765939597
12/23/2013 14:10,147.927056948,173.001272529,186.849832215
12/23/2013 14:20,147.927056948,173.001272529,186.807885906
12/23/2013 14:30,147.223424262,169.149807931,185.86409396
12/23/2013 14:50,146.896749883,169.149807931,190.897651007
12/23/2013 15:00,147.176294287,169.149807931,191.170302013
12/23/2013 15:10,144.436089218,166.904724023,190.771812081
12/23/2013 15:20,136.25070536,160.759831264,189.198825503
12/23/2013 15:30,136.25070536,160.759831264,189.198825503
12/23/2013 15:50,136.25070536,160.759831264,189.198825503
12/23/2013 16:00,136.25070536,160.759831264,188.863255034
12/23/2013 16:10,129.629493914,132.304897241,178.523489933
12/23/2013 16:20,129.629493914,132.304897241,179.026845638
12/23/2013 16:30,129.629493914,132.304897241,179.362416107
12/23/2013 16:40,129.629493914,132.304897241,179.068791946
12/23/2013 16:50,129.629493914,132.304897241,178.691275168
12/23/2013 17:00,129.629493914,132.304897241,180.285234899
12/23/2013 17:10,129.629493914,132.304897241,179.970637584
12/23/2013 17:20,129.629493914,132.304897241,179.970637584
12/23/2013 17:30,129.629493914,132.304897241,179.718959732
12/23/2013 17:40,129.629493914,132.304897241,179.718959732
12/23/2013 17:50,129.629493914,132.304897241,179.844798658
12/23/2013 18:00,130.827302689,132.304897241,180.180369128
12/23/2013 18:10,130.827302689,133.426775172,180.306208054
12/23/2013 18:30,134.79159946,136.371901034,182.088926174
12/23/2013 18:40,134.79159946,136.371901034,182.06795302
12/23/2013 18:50,134.79159946,136.371901034,182.06795302
12/23/2013 19:00,130.628277769,136.371901034,175.503355705
12/23/2013 19:10,130.847399963,136.371901034,175.796979866
12/23/2013 19:20,130.847399963,136.371901034,175.796979866
12/23/2013 19:30,130.847399963,136.371901034,175.776006711
12/23/2013 19:40,130.847399963,136.371901034,175.755033557
12/23/2013 19:50,130.847399963,136.371901034,174.244966443
12/23/2013 20:00,130.847399963,136.371901034,174.223993289
12/23/2013 20:10,130.847399963,136.371901034,173.825503356
12/23/2013 20:20,130.847399963,136.371901034,173.84647651
12/23/2013 20:30,130.847399963,136.371901034,173.007550336
12/23/2013 20:40,130.847399963,136.371901034,173.007550336
12/23/2013 20:50,130.847399963,136.371901034,172.462248322
12/23/2013 21:00,130.847399963,136.371901034,172.441275168
12/23/2013 21:10,130.847399963,136.371901034,172.525167785
12/23/2013 21:20,130.847399963,136.371901034,172.504194631
12/23/2013 21:30,122.141467443,134.037403448,164.765100671
12/23/2013 21:50,122.141467443,134.037403448,164.513422819
12/23/2013 22:00,124.118644484,134.985062299,166.862416107
12/23/2013 22:10,124.118644484,134.985062299,164.492449664
12/23/2013 22:20,124.118644484,134.985062299,164.660234899
12/23/2013 22:30,124.118644484,134.985062299,164.744127517
12/23/2013 22:50,122.324339571,132.74549931,164.80704698
12/23/2013 23:00,122.324339571,132.74549931,165.163590604
12/23/2013 23:10,122.324339571,132.74549931,165.163590604
12/23/2013 23:20,122.324339571,132.74549931,165.14261745
12/23/2013 23:30,122.324339571,132.74549931,165.14261745
12/23/2013 23:40,122.324339571,132.74549931,164.702181208
12/23/2013 23:50,122.324339571,132.74549931,164.282718121
12/24/2013 00:00,122.105217377,132.74549931,164.240771812
12/24/2013 00:10,122.105217377,132.74549931,163.821308725
12/24/2013 00:20,122.105217377,132.74549931,163.821308725
12/24/2013 00:30,122.105217377,132.74549931,163.821308725
12/24/2013 00:40,122.105217377,132.74549931,163.674496644
12/24/2013 00:50,122.105217377,132.74549931,163.695469799
12/24/2013 01:00,122.105217377,132.74549931,163.674496644
12/24/2013 01:10,122.105217377,132.74549931,163.611577181
12/24/2013 01:20,122.105217377,132.74549931,163.611577181
12/24/2013 01:30,122.105217377,132.74549931,163.611577181
12/24/2013 01:40,122.105217377,132.74549931,163.590604027
12/24/2013 01:50,122.105217377,132.74549931,163.611577181
12/24/2013 02:00,122.105217377,132.74549931,162.416107383
12/24/2013 02:10,122.105217377,132.74549931,162.416107383
12/24/2013 02:20,122.105217377,132.74549931,162.395134228
12/24/2013 02:30,122.105217377,132.74549931,162.395134228
12/24/2013 02:40,122.105217377,132.74549931,162.416107383
12/24/2013 02:50,122.105217377,132.74549931,162.416107383
12/24/2013 03:00,122.105217377,132.74549931,162.416107383
12/24/2013 03:10,122.105217377,132.74549931,163.003355705
12/24/2013 03:20,122.105217377,132.74549931,163.003355705
12/24/2013 03:30,122.105217377,132.74549931,163.024328859
12/24/2013 03:40,122.105217377,132.74549931,164.345637584
12/24/2013 03:50,122.105217377,132.74549931,164.345637584
12/24/2013 04:00,122.105217377,132.74549931,164.156879195
12/24/2013 04:10,122.105217377,132.74549931,164.660234899
12/24/2013 04:20,122.105217377,132.74549931,164.702181208
12/24/2013 04:30,122.105217377,132.74549931,164.513422819
12/24/2013 04:40,122.105217377,132.74549931,164.13590604
12/24/2013 04:50,122.105217377,132.74549931,164.177852349
12/24/2013 05:00,122.105217377,132.74549931,165.226510067
12/24/2013 05:10,123.803453095,132.74549931,165.184563758
